Date,Customer,Country,Product,Business_Line,Sales_Amount,Sales_Amount_Target,Sales_Margin,Sales_Quantity
2009-07-06 00:00:00,Shafi,Canada,S10_1678,Motarcycles,10401,14378,12,6
2009-02-14 00:00:00,Kalyan,Canada,S15_1682,Motarcycles,3248,6343,33,45
2012-06-09 00:00:00,Kiran,Canada,S11_1679,Ships,4406,12289,38,26
2009-10-06 00:00:00,Ramu,Germany,S10_1678,Vintage cars,4962,17202,13,24
2007-10-26 00:00:00,Kiran,Germany,S16_1683,Motarcycles,8242,5967,15,76
2010-02-04 00:00:00,Shafi,Australia,S12_1680,Ships,5685,7948,20,59
2008-03-23 00:00:00,Praveen,Australia,S12_1680,Ships,8406,19842,45,32
2005-10-13 00:00:00,Ravi,Australia,S14_1681,Vintage cars,9451,10877,34,52
2009-06-19 00:00:00,Kiran,Switzerland,S12_1680,Truks And Buses,9034,15177,22,19
2010-01-04 00:00:00,Kiran,Canada,S14_1681,Plans,11252,14585,37,79
2008-11-12 00:00:00,Kalyan,Austria,S15_1682,Plans,8121,12299,17,64
2009-04-26 00:00:00,Abhi,Switzerland,S11_1679,Truks And Buses,8989,17660,22,45
2008-08-08 00:00:00,Iliyaz,France,S13_1681,Trains,11581,14267,18,5
2009-01-08 00:00:00,Suban,Germany,S12_1680,Vintage cars,3875,9118,17,63
2008-01-24 00:00:00,Praveen,France,S14_1681,Motarcycles,6149,11270,13,28
2006-05-19 00:00:00,Ravi,Australia,S12_1680,Truks And Buses,9009,11792,24,51
2009-12-01 00:00:00,Raja,Australia,S11_1679,Vintage cars,10407,17044,46,10
2005-10-13 00:00:00,Suban,Austria,S12_1680,Motarcycles,5665,15737,25,42
2010-07-06 00:00:00,Iliyaz,Australia,S14_1681,Trains,5080,8401,45,55
2010-02-12 00:00:00,Kishan,Austria,S14_1681,Motarcycles,11488,7215,19,31
2007-02-02 00:00:00,Iliyaz,India,S11_1679,Trains,5618,11508,46,31
2007-02-06 00:00:00,Raja,Germany,S11_1679,Trains,10367,6244,50,59
2008-01-19 00:00:00,Vijay,Austria,S14_1681,Truks And Buses,3986,14071,33,8
2008-06-28 00:00:00,Kishan,France,S16_1683,Trains,4883,8705,16,66
2006-02-22 00:00:00,Shafi,Austria,S12_1680,Trains,7941,10344,39,39
2006-05-10 00:00:00,Vijay,Germany,S11_1679,Ships,6199,10566,50,66
2009-11-24 00:00:00,Kiran,Switzerland,S11_1679,Motarcycles,5083,11638,43,49
2012-10-02 00:00:00,Raja,Australia,S15_1682,Truks And Buses,10268,6650,13,36
2006-01-23 00:00:00,Ramu,France,S16_1683,Classic cars,6215,6809,29,53
2012-02-09 00:00:00,Shafi,Austria,S11_1679,Trains,10382,19258,17,38
2012-12-28 00:00:00,Kiran,India,S13_1681,Ships,6393,9468,36,13
2009-02-01 00:00:00,Snidha,France,S14_1681,Vintage cars,9288,10194,29,30
2009-09-15 00:00:00,Mahesh,Canada,S12_1680,Plans,10135,11908,17,67
2010-02-24 00:00:00,Suban,Canada,S10_1678,Motarcycles,7891,19735,16,39
2007-03-02 00:00:00,Vijay,Brazil,S12_1680,Motarcycles,11021,6429,18,51
2007-03-04 00:00:00,Mahesh,Australia,S16_1683,Classic cars,10045,8344,10,58
2008-10-14 00:00:00,Shafi,Canada,S10_1678,Vintage cars,6128,8619,19,31
2005-09-07 00:00:00,Mahesh,Germany,S14_1681,Plans,6186,10934,39,61
2007-05-13 00:00:00,Kiran,Brazil,S14_1681,Vintage cars,6072,18546,29,54
2007-05-12 00:00:00,Vijay,Germany,S16_1683,Vintage cars,6642,16659,47,73
2012-01-04 00:00:00,Abhi,Canada,S11_1679,Ships,10295,16815,20,52
2007-05-23 00:00:00,Kalyan,Germany,S14_1681,Motarcycles,3667,11494,47,57
2005-11-16 00:00:00,Kalyan,Canada,S14_1681,Truks And Buses,9565,8737,21,5
2008-02-19 00:00:00,Suban,India,S10_1678,Classic cars,9570,15284,23,35
2006-03-23 00:00:00,Mahesh,Brazil,S12_1680,Truks And Buses,7087,10699,20,6
2012-01-11 00:00:00,Praveen,Austria,S13_1681,Truks And Buses,5208,17668,23,69
2010-05-06 00:00:00,Kalyan,Netherlands,S16_1683,Vintage cars,3295,18662,50,22
2006-08-06 00:00:00,Raja,France,S13_1681,Motarcycles,4732,12066,31,27
2009-03-04 00:00:00,Iliyaz,India,S16_1683,Ships,3376,14190,36,32
2012-07-04 00:00:00,Praveen,Brazil,S11_1679,Truks And Buses,3158,17844,45,8
2007-10-02 00:00:00,Abhi,India,S15_1682,Trains,11048,13671,42,37
2005-09-09 00:00:00,Kiran,Brazil,S11_1679,Plans,7103,12175,49,27
2009-01-15 00:00:00,Kishan,India,S15_1682,Plans,8524,11255,11,53
2010-08-02 00:00:00,Kiran,Australia,S16_1683,Truks And Buses,10673,19255,25,62
2010-12-16 00:00:00,Iliyaz,Netherlands,S11_1679,Classic cars,9873,8452,16,11
2011-05-24 00:00:00,Kishan,France,S14_1681,Vintage cars,7064,15259,36,19
2005-04-11 00:00:00,Suban,Austria,S11_1679,Vintage cars,3499,11292,13,39
2007-11-08 00:00:00,Snidha,Brazil,S12_1680,Truks And Buses,6655,11757,42,61
2012-05-22 00:00:00,Iliyaz,Austria,S11_1679,Ships,6280,18338,10,64
2006-06-15 00:00:00,Mahesh,India,S14_1681,Classic cars,9541,5724,21,15
2012-08-28 00:00:00,Praveen,India,S16_1683,Trains,7982,18167,28,45
2007-01-20 00:00:00,Kiran,Switzerland,S14_1681,Plans,3654,7681,48,33
2007-05-28 00:00:00,Mahesh,France,S10_1678,Ships,11281,9216,46,74
2006-04-18 00:00:00,Vijay,India,S12_1680,Motarcycles,8119,10760,37,66
2009-12-16 00:00:00,Mahesh,France,S13_1681,Classic cars,6649,10424,33,14
2005-08-08 00:00:00,Praveen,Australia,S11_1679,Truks And Buses,7656,6026,21,52
2008-12-25 00:00:00,Snidha,Netherlands,S13_1681,Plans,8510,17611,19,49
2007-02-13 00:00:00,Abhi,Canada,S12_1680,Plans,8320,18636,36,22
2010-11-07 00:00:00,Snidha,Brazil,S13_1681,Ships,4607,19830,27,32
2006-08-08 00:00:00,Kalyan,Switzerland,S15_1682,Trains,10849,17374,12,60
2007-09-20 00:00:00,Abhi,Brazil,S11_1679,Vintage cars,8586,5471,13,65
2005-05-14 00:00:00,Iliyaz,Germany,S15_1682,Vintage cars,6522,8239,26,9
2012-08-21 00:00:00,Kalyan,Australia,S11_1679,Motarcycles,6494,8679,33,76
2006-07-28 00:00:00,Suban,France,S16_1683,Truks And Buses,11328,12525,36,12
2008-02-15 00:00:00,Ramu,Canada,S16_1683,Motarcycles,10007,9479,10,46
2011-01-17 00:00:00,Snidha,Canada,S13_1681,Ships,7725,11426,27,71
2006-11-05 00:00:00,Praveen,India,S14_1681,Plans,9592,7941,38,80
2011-12-01 00:00:00,Vijay,Netherlands,S11_1679,Vintage cars,8859,16989,17,40
2010-04-26 00:00:00,Praveen,Canada,S15_1682,Ships,5289,6859,14,25
2006-05-11 00:00:00,Praveen,Netherlands,S10_1678,Plans,7885,17672,27,70
2008-10-18 00:00:00,Kishan,Austria,S16_1683,Trains,3469,16914,37,28
2009-02-06 00:00:00,Kalyan,India,S10_1678,Vintage cars,4305,14822,27,62
2007-11-11 00:00:00,Kalyan,India,S13_1681,Motarcycles,3591,13201,31,17
2011-08-06 00:00:00,Raja,Switzerland,S16_1683,Plans,9238,5509,41,25
2005-07-08 00:00:00,Praveen,India,S16_1683,Ships,5765,5011,25,41
2005-09-25 00:00:00,Kishan,Austria,S16_1683,Vintage cars,6220,17060,31,80
2005-01-27 00:00:00,Ravi,Netherlands,S12_1680,Ships,5887,15412,13,10
2006-12-14 00:00:00,Shafi,Canada,S13_1681,Plans,6807,7966,48,54
2008-11-28 00:00:00,Ramu,Netherlands,S15_1682,Classic cars,4815,5720,15,73
2008-04-28 00:00:00,Ravi,Brazil,S10_1678,Ships,10066,13710,49,7
2012-10-01 00:00:00,Raja,Switzerland,S16_1683,Classic cars,9148,8029,45,64
2005-06-16 00:00:00,Mahesh,Australia,S15_1682,Trains,10179,9022,29,7
2007-04-12 00:00:00,Kalyan,Germany,S15_1682,Plans,7786,12344,38,28
2007-12-09 00:00:00,Praveen,Brazil,S16_1683,Motarcycles,6134,11397,29,22
2007-02-09 00:00:00,Shafi,Germany,S12_1680,Vintage cars,10872,10492,17,45
2010-12-25 00:00:00,Abhi,India,S12_1680,Motarcycles,6762,7148,11,53
2010-10-20 00:00:00,Suban,Australia,S15_1682,Truks And Buses,5459,17738,23,58
2011-09-20 00:00:00,Snidha,Germany,S14_1681,Vintage cars,5057,13285,26,10
2009-10-04 00:00:00,Shafi,Australia,S12_1680,Motarcycles,4044,19304,43,54
2012-01-09 00:00:00,Ravi,Canada,S16_1683,Vintage cars,11159,17859,20,8
2007-10-14 00:00:00,Praveen,India,S13_1681,Motarcycles,6676,8101,33,32
2010-05-11 00:00:00,Ravi,Australia,S13_1681,Vintage cars,6271,9108,39,71
2012-05-24 00:00:00,Iliyaz,Germany,S15_1682,Plans,4840,14501,13,57
2011-03-12 00:00:00,Iliyaz,Canada,S13_1681,Motarcycles,4340,7833,26,21
2005-12-05 00:00:00,Shafi,Switzerland,S12_1680,Truks And Buses,10597,8354,24,43
2008-10-06 00:00:00,Snidha,Austria,S16_1683,Plans,6606,17475,27,31
2006-04-28 00:00:00,Abhi,Canada,S11_1679,Motarcycles,10995,18839,48,64
2007-12-20 00:00:00,Abhi,Switzerland,S12_1680,Vintage cars,3402,13438,47,13
2007-04-03 00:00:00,Ramu,India,S10_1678,Truks And Buses,10764,19313,30,21
2006-08-25 00:00:00,Ramu,Switzerland,S15_1682,Ships,11261,9610,48,58
2011-06-19 00:00:00,Shafi,Australia,S12_1680,Trains,10371,17362,31,76
2010-08-14 00:00:00,Ravi,Australia,S16_1683,Trains,7631,14425,13,78
2006-09-25 00:00:00,Shafi,Germany,S12_1680,Trains,9851,14096,23,26
2010-12-26 00:00:00,Snidha,Germany,S15_1682,Trains,6422,15579,50,44
2010-05-12 00:00:00,Abhi,Brazil,S11_1679,Classic cars,4470,6430,30,20
2005-09-11 00:00:00,Kishan,Netherlands,S15_1682,Plans,5135,8270,18,73
2011-06-07 00:00:00,Mahesh,Germany,S14_1681,Classic cars,10029,10104,16,66
2006-12-07 00:00:00,Mahesh,Germany,S10_1678,Trains,6180,19486,48,69
2007-10-18 00:00:00,Praveen,India,S15_1682,Truks And Buses,6188,13247,18,14
2009-11-11 00:00:00,Shafi,France,S16_1683,Trains,9204,7909,15,48
2007-07-06 00:00:00,Kiran,France,S10_1678,Vintage cars,7738,9227,37,68
2011-08-19 00:00:00,Kalyan,Brazil,S11_1679,Truks And Buses,7185,13666,27,24
2007-12-14 00:00:00,Ramu,India,S12_1680,Ships,7637,13188,25,79
2009-05-23 00:00:00,Iliyaz,Netherlands,S12_1680,Vintage cars,11854,9992,13,51
2012-06-03 00:00:00,Ravi,Germany,S16_1683,Classic cars,6983,12292,26,9
2005-12-21 00:00:00,Mahesh,Australia,S13_1681,Plans,8038,13074,47,15
2009-09-21 00:00:00,Kishan,France,S16_1683,Ships,3467,12643,27,38
2011-08-12 00:00:00,Ramu,Canada,S13_1681,Motarcycles,5601,19870,31,31
2008-05-01 00:00:00,Mahesh,Germany,S11_1679,Vintage cars,8283,6113,18,40
2007-08-02 00:00:00,Praveen,Switzerland,S11_1679,Motarcycles,5505,13364,43,24
2009-07-23 00:00:00,Praveen,Netherlands,S13_1681,Classic cars,6106,13300,16,11
2006-08-03 00:00:00,Raja,Australia,S12_1680,Motarcycles,11618,7180,36,5
2009-01-12 00:00:00,Shafi,Austria,S13_1681,Plans,3772,12512,14,8
2008-09-02 00:00:00,Praveen,France,S11_1679,Trains,4790,14399,28,8
2012-10-08 00:00:00,Snidha,Austria,S10_1678,Vintage cars,9494,11378,42,55
2009-12-01 00:00:00,Abhi,India,S13_1681,Motarcycles,7316,9320,27,67
2010-09-15 00:00:00,Praveen,Switzerland,S14_1681,Ships,10588,11335,17,48
2011-08-08 00:00:00,Kalyan,France,S13_1681,Classic cars,4723,17237,26,14
2008-11-15 00:00:00,Abhi,Brazil,S10_1678,Truks And Buses,4452,6003,31,16
2012-11-02 00:00:00,Mahesh,Australia,S11_1679,Vintage cars,6635,5248,31,72
2012-12-05 00:00:00,Ramu,Netherlands,S14_1681,Trains,9552,19279,27,58
2008-01-27 00:00:00,Kiran,Austria,S16_1683,Plans,11943,7405,24,32
2008-12-06 00:00:00,Raja,Canada,S10_1678,Truks And Buses,8413,8036,50,33
2007-11-15 00:00:00,Ravi,Australia,S11_1679,Vintage cars,6381,11554,33,72
2010-04-22 00:00:00,Kiran,Germany,S15_1682,Plans,4182,18160,42,48
2007-10-08 00:00:00,Ravi,France,S11_1679,Truks And Buses,8097,11456,11,25
2005-11-05 00:00:00,Snidha,Austria,S14_1681,Vintage cars,7569,8090,44,26
2012-08-11 00:00:00,Suban,Germany,S10_1678,Ships,8823,7199,18,33
2012-08-03 00:00:00,Praveen,Canada,S15_1682,Motarcycles,9544,6492,18,73
2007-06-11 00:00:00,Snidha,India,S11_1679,Classic cars,3721,17671,13,53
2011-12-20 00:00:00,Ravi,Germany,S10_1678,Plans,5802,9025,23,8
2005-11-01 00:00:00,Kishan,Brazil,S12_1680,Ships,6028,15966,36,38
2005-08-11 00:00:00,Kalyan,Australia,S16_1683,Truks And Buses,5451,12064,18,73
2006-06-03 00:00:00,Ravi,Germany,S15_1682,Truks And Buses,5434,18600,17,9
2005-09-12 00:00:00,Kalyan,Canada,S10_1678,Vintage cars,8983,14407,38,16
2008-01-17 00:00:00,Praveen,Netherlands,S16_1683,Truks And Buses,9333,18270,23,65
2005-06-04 00:00:00,Suban,Germany,S14_1681,Ships,4518,12440,12,21
2010-09-21 00:00:00,Ramu,Austria,S13_1681,Vintage cars,3602,18207,12,73
2007-12-14 00:00:00,Iliyaz,Canada,S14_1681,Ships,7515,10981,12,74
2006-06-03 00:00:00,Praveen,Austria,S16_1683,Motarcycles,7730,19915,21,59
2009-06-13 00:00:00,Shafi,France,S12_1680,Trains,5707,19087,21,52
2005-01-10 00:00:00,Praveen,Brazil,S15_1682,Classic cars,5665,9682,16,9
2012-09-12 00:00:00,Snidha,France,S15_1682,Ships,11895,14150,11,37
2005-12-09 00:00:00,Iliyaz,Brazil,S13_1681,Vintage cars,9216,9661,47,47
2012-06-06 00:00:00,Mahesh,Germany,S13_1681,Motarcycles,4693,7576,23,59
2009-02-02 00:00:00,Ravi,India,S14_1681,Plans,9707,11887,33,37
2010-11-11 00:00:00,Ramu,Switzerland,S10_1678,Motarcycles,7060,7554,50,42
2005-09-10 00:00:00,Praveen,Brazil,S11_1679,Trains,4596,14190,30,9
2010-01-27 00:00:00,Snidha,Netherlands,S16_1683,Trains,7615,10650,46,48
2005-07-07 00:00:00,Ravi,India,S13_1681,Motarcycles,9407,7925,50,66
2007-11-16 00:00:00,Abhi,Netherlands,S13_1681,Truks And Buses,9294,12069,25,16
2010-08-24 00:00:00,Suban,Austria,S13_1681,Trains,10253,15178,39,64
2011-03-03 00:00:00,Shafi,Netherlands,S12_1680,Classic cars,8659,12370,34,63
2011-05-10 00:00:00,Abhi,Switzerland,S16_1683,Ships,8526,18124,45,63
2008-01-18 00:00:00,Abhi,Germany,S15_1682,Trains,5659,15910,47,30
2008-09-17 00:00:00,Snidha,Netherlands,S12_1680,Truks And Buses,8841,15115,41,69
2010-05-19 00:00:00,Kiran,Germany,S16_1683,Classic cars,6022,5017,35,73
2008-04-18 00:00:00,Abhi,Germany,S14_1681,Vintage cars,9656,15346,47,14
2005-12-17 00:00:00,Iliyaz,Austria,S13_1681,Classic cars,7143,8472,23,14
2005-04-22 00:00:00,Suban,Germany,S11_1679,Motarcycles,5386,14058,14,54
2005-04-13 00:00:00,Shafi,India,S10_1678,Motarcycles,6025,6861,44,9
2005-04-11 00:00:00,Kishan,France,S14_1681,Trains,6290,13753,26,20
2008-07-08 00:00:00,Abhi,Brazil,S11_1679,Ships,3061,18219,15,28
2010-12-25 00:00:00,Kiran,Australia,S13_1681,Motarcycles,3909,16113,20,68
2005-08-01 00:00:00,Iliyaz,Australia,S15_1682,Classic cars,5981,13938,44,77
2008-02-25 00:00:00,Kiran,Canada,S11_1679,Ships,4055,15586,30,20
2005-03-01 00:00:00,Kishan,Netherlands,S11_1679,Motarcycles,10415,18007,20,56
2006-03-14 00:00:00,Kalyan,Germany,S10_1678,Classic cars,10612,7162,44,47
2012-08-01 00:00:00,Ramu,Brazil,S14_1681,Truks And Buses,7614,15223,41,51
2010-10-07 00:00:00,Kishan,Austria,S13_1681,Truks And Buses,11947,16148,38,41
2010-07-03 00:00:00,Iliyaz,Australia,S13_1681,Vintage cars,11935,9428,41,7
2011-07-10 00:00:00,Ramu,Switzerland,S15_1682,Motarcycles,7803,11254,26,44
2006-07-27 00:00:00,Shafi,India,S14_1681,Plans,8778,13148,48,27
2007-05-27 00:00:00,Snidha,Brazil,S13_1681,Plans,8306,19873,36,20
2010-10-03 00:00:00,Kishan,Switzerland,S12_1680,Vintage cars,10705,5349,36,76
2006-10-17 00:00:00,Snidha,France,S13_1681,Vintage cars,8507,14108,20,6
2006-11-19 00:00:00,Snidha,India,S11_1679,Plans,7285,11613,47,19
2012-07-03 00:00:00,Raja,Netherlands,S16_1683,Classic cars,3453,19334,16,60
2007-07-14 00:00:00,Shafi,Austria,S12_1680,Vintage cars,9867,14294,48,7
2008-08-16 00:00:00,Vijay,France,S12_1680,Trains,6875,5615,29,47
2010-06-04 00:00:00,Kishan,France,S14_1681,Ships,4667,16574,11,56
2012-08-28 00:00:00,Kishan,France,S10_1678,Vintage cars,7495,16399,41,10
2009-03-17 00:00:00,Snidha,Canada,S12_1680,Truks And Buses,8054,9145,17,68
2011-02-20 00:00:00,Ramu,Australia,S14_1681,Classic cars,7537,18646,37,56
2009-01-25 00:00:00,Kalyan,Brazil,S13_1681,Truks And Buses,3018,13558,18,33
2008-01-20 00:00:00,Abhi,Austria,S10_1678,Truks And Buses,4615,12848,16,33
2006-02-07 00:00:00,Abhi,Switzerland,S11_1679,Vintage cars,9175,17844,43,76
2005-10-06 00:00:00,Suban,Switzerland,S12_1680,Classic cars,7383,5609,42,13
2006-03-27 00:00:00,Suban,Austria,S12_1680,Classic cars,9957,5394,35,45
2011-03-02 00:00:00,Praveen,Austria,S11_1679,Motarcycles,7947,5683,24,12
2006-01-08 00:00:00,Vijay,France,S16_1683,Truks And Buses,10800,12205,10,54
2011-03-02 00:00:00,Raja,Netherlands,S14_1681,Classic cars,7519,19657,22,73
2006-11-25 00:00:00,Kishan,Germany,S12_1680,Truks And Buses,9758,17934,17,37
2012-06-23 00:00:00,Ravi,Switzerland,S12_1680,Classic cars,11792,6246,29,31
2009-03-03 00:00:00,Ravi,Austria,S13_1681,Ships,5452,15273,16,11
2007-10-02 00:00:00,Suban,Brazil,S15_1682,Truks And Buses,4178,14158,28,11
2009-12-15 00:00:00,Iliyaz,France,S11_1679,Classic cars,8673,15755,35,28
2012-02-09 00:00:00,Snidha,Canada,S15_1682,Trains,9754,15292,20,54
2008-09-16 00:00:00,Praveen,Brazil,S16_1683,Plans,7447,19561,30,51
2007-02-22 00:00:00,Praveen,Australia,S11_1679,Trains,8461,6447,20,58
2005-01-26 00:00:00,Abhi,Australia,S12_1680,Trains,7386,13847,11,40
2006-05-27 00:00:00,Kishan,Australia,S12_1680,Truks And Buses,10787,10879,35,76
2012-04-28 00:00:00,Kiran,Brazil,S14_1681,Vintage cars,7593,16601,18,31
2006-10-21 00:00:00,Abhi,Switzerland,S14_1681,Vintage cars,9372,6418,24,8
2009-02-12 00:00:00,Kiran,Netherlands,S13_1681,Ships,7157,10054,33,50
2010-02-13 00:00:00,Raja,India,S11_1679,Classic cars,5813,7407,44,44
2006-08-07 00:00:00,Kiran,France,S13_1681,Trains,9442,7295,30,57
2006-11-12 00:00:00,Kishan,Austria,S12_1680,Ships,8454,9923,32,70
2005-12-02 00:00:00,Suban,France,S10_1678,Classic cars,10163,18427,33,37
2010-09-16 00:00:00,Ravi,India,S11_1679,Classic cars,10359,18064,33,41
2011-04-13 00:00:00,Praveen,Netherlands,S10_1678,Ships,11017,14832,27,30
2005-12-18 00:00:00,Kiran,India,S13_1681,Classic cars,10806,9708,47,60
2008-01-28 00:00:00,Vijay,Brazil,S12_1680,Plans,11819,12904,49,33
2009-04-26 00:00:00,Praveen,Brazil,S11_1679,Plans,6271,9869,37,17
2006-07-25 00:00:00,Ramu,France,S13_1681,Vintage cars,10000,17387,38,68
2007-08-21 00:00:00,Raja,Germany,S16_1683,Plans,8150,10065,35,16
2012-09-07 00:00:00,Abhi,Brazil,S15_1682,Vintage cars,7787,7012,40,62
2005-05-02 00:00:00,Raja,France,S12_1680,Trains,9522,5964,36,25
2005-12-01 00:00:00,Iliyaz,Austria,S10_1678,Trains,3255,12315,24,29
2005-06-27 00:00:00,Kishan,Germany,S13_1681,Truks And Buses,11854,15592,34,60
2011-07-12 00:00:00,Kalyan,Germany,S15_1682,Plans,3753,10323,34,38
2007-09-26 00:00:00,Suban,Netherlands,S10_1678,Truks And Buses,4452,12550,49,23
2008-01-24 00:00:00,Kalyan,Canada,S10_1678,Classic cars,8319,7404,41,43
2008-12-14 00:00:00,Iliyaz,Canada,S10_1678,Classic cars,8018,15522,45,26
2007-10-12 00:00:00,Praveen,Austria,S14_1681,Vintage cars,11570,10826,46,22
2005-06-22 00:00:00,Snidha,Brazil,S14_1681,Truks And Buses,3996,5273,49,54
2007-02-20 00:00:00,Snidha,France,S14_1681,Motarcycles,11310,19742,45,70
2012-01-17 00:00:00,Suban,Canada,S11_1679,Truks And Buses,4549,19420,32,15
2006-07-06 00:00:00,Praveen,Netherlands,S13_1681,Truks And Buses,3022,13006,12,33
2009-09-14 00:00:00,Ramu,Switzerland,S13_1681,Vintage cars,5123,13407,44,54
2009-01-16 00:00:00,Abhi,Brazil,S11_1679,Plans,3069,14446,27,60
2007-03-19 00:00:00,Snidha,Switzerland,S16_1683,Truks And Buses,11507,13344,18,62
2005-05-02 00:00:00,Raja,Germany,S11_1679,Plans,11850,6992,22,76
2007-11-24 00:00:00,Iliyaz,France,S14_1681,Vintage cars,4069,11704,48,37
2005-11-19 00:00:00,Abhi,Austria,S12_1680,Vintage cars,6323,17488,42,5
2011-12-21 00:00:00,Praveen,Germany,S12_1680,Truks And Buses,11514,15797,10,68
2012-02-19 00:00:00,Kalyan,Switzerland,S13_1681,Truks And Buses,6922,11788,35,44
2006-02-15 00:00:00,Vijay,Canada,S15_1682,Ships,3425,6658,43,31
2008-07-10 00:00:00,Praveen,Canada,S14_1681,Vintage cars,5116,15729,18,32
2009-06-25 00:00:00,Kalyan,Australia,S12_1680,Vintage cars,11267,17123,29,46
2008-10-03 00:00:00,Praveen,Austria,S16_1683,Plans,3860,6065,43,76
2012-06-17 00:00:00,Ravi,Australia,S10_1678,Truks And Buses,8958,5763,41,65
2008-01-18 00:00:00,Raja,India,S10_1678,Truks And Buses,10315,13808,46,61
2009-01-04 00:00:00,Abhi,India,S15_1682,Truks And Buses,3550,6243,40,40
2008-02-18 00:00:00,Ravi,Brazil,S12_1680,Ships,4013,13204,42,30
2007-03-24 00:00:00,Suban,Canada,S15_1682,Classic cars,3202,12473,48,79
2009-07-17 00:00:00,Snidha,Germany,S15_1682,Classic cars,9428,10753,19,70
2009-03-21 00:00:00,Kalyan,India,S16_1683,Vintage cars,4326,15901,49,30
2009-09-08 00:00:00,Abhi,Austria,S11_1679,Motarcycles,11152,16020,19,80
2011-08-28 00:00:00,Snidha,Brazil,S16_1683,Vintage cars,11833,15168,36,77
2005-08-14 00:00:00,Kalyan,France,S14_1681,Motarcycles,8980,11884,39,39
2011-10-04 00:00:00,Abhi,Netherlands,S15_1682,Classic cars,6515,15510,40,16
2006-11-18 00:00:00,Iliyaz,India,S14_1681,Classic cars,5714,5636,11,69
2006-06-13 00:00:00,Snidha,Brazil,S10_1678,Classic cars,11755,17897,22,23
2008-04-11 00:00:00,Iliyaz,Germany,S11_1679,Motarcycles,6143,15243,34,6
2007-01-22 00:00:00,Shafi,Switzerland,S15_1682,Vintage cars,11602,15518,22,74
2009-08-09 00:00:00,Snidha,Canada,S12_1680,Vintage cars,8298,16431,47,56
2011-01-18 00:00:00,Iliyaz,Austria,S10_1678,Motarcycles,11541,15273,48,48
2009-07-19 00:00:00,Ramu,India,S15_1682,Truks And Buses,5136,18233,15,57
2010-03-21 00:00:00,Raja,Australia,S16_1683,Ships,3287,10871,12,21
2012-02-03 00:00:00,Snidha,Brazil,S12_1680,Truks And Buses,10636,5374,17,38
2009-12-05 00:00:00,Shafi,India,S10_1678,Classic cars,8498,14542,47,76
2005-03-11 00:00:00,Ramu,Australia,S10_1678,Vintage cars,10522,9269,32,19
2006-08-03 00:00:00,Ravi,France,S12_1680,Vintage cars,7440,12164,31,65
2006-07-05 00:00:00,Vijay,Canada,S11_1679,Trains,6170,9127,11,38
2009-10-02 00:00:00,Snidha,France,S11_1679,Classic cars,7285,17277,43,72
2010-03-17 00:00:00,Iliyaz,Brazil,S10_1678,Plans,5807,16466,49,57
2011-03-05 00:00:00,Kiran,Austria,S10_1678,Trains,4693,9219,16,62
2005-03-01 00:00:00,Kiran,Australia,S14_1681,Plans,10852,7610,29,19
2010-05-16 00:00:00,Iliyaz,India,S13_1681,Truks And Buses,4679,13096,23,14
2006-02-06 00:00:00,Kishan,Netherlands,S13_1681,Trains,4615,7733,44,31
2008-03-16 00:00:00,Abhi,France,S14_1681,Trains,7725,16857,22,36
2007-06-12 00:00:00,Suban,Austria,S13_1681,Vintage cars,11896,13327,45,61
2009-08-28 00:00:00,Abhi,Brazil,S10_1678,Motarcycles,3390,9887,50,51
2007-11-16 00:00:00,Ravi,Brazil,S11_1679,Trains,7752,6174,18,36
2009-01-17 00:00:00,Iliyaz,Canada,S16_1683,Trains,6124,16323,17,63
2005-12-12 00:00:00,Kiran,Switzerland,S11_1679,Ships,5111,12747,14,43
2009-06-28 00:00:00,Kalyan,Brazil,S15_1682,Trains,7710,8468,22,79
2010-06-08 00:00:00,Kiran,Switzerland,S16_1683,Trains,3837,5483,30,68
2006-09-12 00:00:00,Kishan,Austria,S16_1683,Plans,11186,18472,38,23
2006-10-09 00:00:00,Snidha,Netherlands,S16_1683,Truks And Buses,7016,16211,27,7
2008-09-12 00:00:00,Shafi,France,S15_1682,Ships,10548,12575,12,13
2010-09-10 00:00:00,Iliyaz,France,S14_1681,Trains,4023,12142,46,57
2005-03-06 00:00:00,Suban,Austria,S11_1679,Plans,3875,7363,49,44
2006-10-07 00:00:00,Shafi,Germany,S15_1682,Truks And Buses,6572,10382,15,76
2008-06-16 00:00:00,Mahesh,Austria,S15_1682,Classic cars,10142,10095,27,74
2007-08-04 00:00:00,Praveen,France,S11_1679,Truks And Buses,6349,5005,48,14
2010-11-21 00:00:00,Snidha,Austria,S16_1683,Truks And Buses,5202,10499,35,60
2008-03-15 00:00:00,Abhi,India,S11_1679,Ships,7324,5841,27,41
2011-04-22 00:00:00,Abhi,Netherlands,S11_1679,Classic cars,3078,10013,44,59
2007-01-02 00:00:00,Mahesh,Netherlands,S16_1683,Classic cars,3629,14706,33,48
2005-11-21 00:00:00,Kishan,Germany,S11_1679,Truks And Buses,10013,13379,45,41
2008-03-17 00:00:00,Kishan,France,S15_1682,Truks And Buses,3111,19110,12,38
2011-12-05 00:00:00,Praveen,Germany,S11_1679,Ships,5320,15800,42,34
2012-11-18 00:00:00,Praveen,India,S15_1682,Plans,11443,5177,25,20
2008-06-09 00:00:00,Ramu,Germany,S15_1682,Motarcycles,11245,14891,36,45
